Date,Open,High,Low,Close,Adj Close,Volume
2005-02-28,5.310000,5.310000,5.310000,5.310000,5.310000,0
2005-03-01,5.370000,5.370000,5.370000,5.370000,5.370000,0
2005-03-02,5.340000,5.340000,5.340000,5.340000,5.340000,0
2005-03-03,5.320000,5.320000,5.320000,5.320000,5.320000,0
2005-03-04,5.330000,5.330000,5.330000,5.330000,5.330000,0
2005-03-07,5.380000,5.380000,5.380000,5.380000,5.380000,0
2005-03-08,5.340000,5.340000,5.340000,5.340000,5.340000,0
2005-03-09,5.310000,5.310000,5.310000,5.310000,5.310000,0
2005-03-10,5.330000,5.330000,5.330000,5.330000,5.330000,0
2005-03-11,5.280000,5.280000,5.280000,5.280000,5.280000,0
2005-03-14,5.270000,5.270000,5.270000,5.270000,5.270000,0
2005-03-15,5.210000,5.210000,5.210000,5.210000,5.210000,0
2005-03-16,5.160000,5.160000,5.160000,5.160000,5.160000,0
2005-03-17,5.170000,5.170000,5.170000,5.170000,5.170000,0
2005-03-18,5.130000,5.130000,5.130000,5.130000,5.130000,0
2005-03-21,5.130000,5.130000,5.130000,5.130000,5.130000,0
2005-03-22,5.090000,5.090000,5.090000,5.090000,5.090000,0
2005-03-23,5.110000,5.110000,5.110000,5.110000,5.110000,0
2005-03-24,5.110000,5.110000,5.110000,5.110000,5.110000,0
2005-03-28,5.130000,5.130000,5.130000,5.130000,5.130000,0
2005-03-29,5.080000,5.080000,5.080000,5.080000,5.080000,0
2005-03-30,5.160000,5.160000,5.160000,5.160000,5.160000,0
2005-03-31,5.140000,5.140000,5.140000,5.140000,5.140000,0
2005-04-01,5.150000,5.150000,5.150000,5.150000,5.150000,0
2005-04-04,5.150000,5.150000,5.150000,5.150000,5.150000,0
2005-04-05,5.150000,5.150000,5.150000,5.150000,5.150000,0
2005-04-06,5.140000,5.140000,5.140000,5.140000,5.140000,0
2005-04-07,5.200000,5.200000,5.200000,5.200000,5.200000,0
2005-04-08,5.160000,5.160000,5.160000,5.160000,5.160000,0
2005-04-11,5.130000,5.130000,5.130000,5.130000,5.130000,0
2005-04-12,5.140000,5.140000,5.140000,5.140000,5.140000,0
2005-04-13,5.060000,5.060000,5.060000,5.060000,5.060000,0
2005-04-14,4.990000,4.990000,4.990000,4.990000,4.990000,0
2005-04-15,4.850000,4.850000,4.850000,4.850000,4.850000,0
2005-04-18,4.860000,4.860000,4.860000,4.860000,4.860000,0
2005-04-19,4.930000,4.930000,4.930000,4.930000,4.930000,0
2005-04-20,4.920000,4.920000,4.920000,4.920000,4.920000,0
2005-04-21,5.070000,5.070000,5.070000,5.070000,5.070000,0
2005-04-22,5.020000,5.020000,5.020000,5.020000,5.020000,0
2005-04-25,5.080000,5.080000,5.080000,5.080000,5.080000,0
2005-04-26,5.010000,5.010000,5.010000,5.010000,5.010000,0
2005-04-27,5.020000,5.020000,5.020000,5.020000,5.020000,0
2005-04-28,4.990000,4.990000,4.990000,4.990000,4.990000,0
2005-04-29,5.020000,5.020000,5.020000,5.020000,5.020000,0
2005-05-02,5.030000,5.030000,5.030000,5.030000,5.030000,0
2005-05-03,5.050000,5.050000,5.050000,5.050000,5.050000,0
2005-05-04,5.150000,5.150000,5.150000,5.150000,5.150000,0
2005-05-05,5.150000,5.150000,5.150000,5.150000,5.150000,0
2005-05-06,5.210000,5.210000,5.210000,5.210000,5.210000,0
2005-05-09,5.220000,5.220000,5.220000,5.220000,5.220000,0
2005-05-10,5.160000,5.160000,5.160000,5.160000,5.160000,0
2005-05-11,5.190000,5.190000,5.190000,5.190000,5.190000,0
2005-05-12,5.190000,5.190000,5.190000,5.190000,5.190000,0
2005-05-13,5.270000,5.270000,5.270000,5.270000,5.270000,0
2005-05-16,5.320000,5.320000,5.320000,5.320000,5.320000,0
2005-05-17,5.360000,5.360000,5.360000,5.360000,5.360000,0
2005-05-18,5.410000,5.410000,5.410000,5.410000,5.410000,0
2005-05-19,5.470000,5.470000,5.470000,5.470000,5.470000,0
2005-05-20,5.480000,5.480000,5.480000,5.480000,5.480000,0
2005-05-23,5.500000,5.500000,5.500000,5.500000,5.500000,0
2005-05-24,5.510000,5.510000,5.510000,5.510000,5.510000,0
2005-05-25,5.490000,5.490000,5.490000,5.490000,5.490000,0
2005-05-26,5.540000,5.540000,5.540000,5.540000,5.540000,0
2005-05-27,5.550000,5.550000,5.550000,5.550000,5.550000,0
2005-05-31,5.520000,5.520000,5.520000,5.520000,5.520000,0
2005-06-01,5.570000,5.570000,5.570000,5.570000,5.570000,0
2005-06-02,5.600000,5.600000,5.600000,5.600000,5.600000,0
2005-06-03,5.560000,5.560000,5.560000,5.560000,5.560000,0
2005-06-06,5.580000,5.580000,5.580000,5.580000,5.580000,0
2005-06-07,5.550000,5.550000,5.550000,5.550000,5.550000,0
2005-06-08,5.540000,5.540000,5.540000,5.540000,5.540000,0
2005-06-09,5.580000,5.580000,5.580000,5.580000,5.580000,0
2005-06-10,5.550000,5.550000,5.550000,5.550000,5.550000,0
2005-06-13,5.550000,5.550000,5.550000,5.550000,5.550000,0
2005-06-14,5.540000,5.540000,5.540000,5.540000,5.540000,0
2005-06-15,5.560000,5.560000,5.560000,5.560000,5.560000,0
2005-06-16,5.590000,5.590000,5.590000,5.590000,5.590000,0
2005-06-17,5.590000,5.590000,5.590000,5.590000,5.590000,0
2005-06-20,5.580000,5.580000,5.580000,5.580000,5.580000,0
2005-06-21,5.600000,5.600000,5.600000,5.600000,5.600000,0
2005-06-22,5.620000,5.620000,5.620000,5.620000,5.620000,0
2005-06-23,5.570000,5.570000,5.570000,5.570000,5.570000,0
2005-06-24,5.510000,5.510000,5.510000,5.510000,5.510000,0
2005-06-27,5.470000,5.470000,5.470000,5.470000,5.470000,0
2005-06-28,5.520000,5.520000,5.520000,5.520000,5.520000,0
2005-06-29,5.530000,5.530000,5.530000,5.530000,5.530000,0
2005-06-30,5.510000,5.510000,5.510000,5.510000,5.510000,0
2005-07-01,5.530000,5.530000,5.530000,5.530000,5.530000,0
2005-07-05,5.610000,5.610000,5.610000,5.610000,5.610000,0
2005-07-06,5.610000,5.610000,5.610000,5.610000,5.610000,0
2005-07-07,5.630000,5.630000,5.630000,5.630000,5.630000,0
2005-07-08,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-07-11,5.800000,5.800000,5.800000,5.800000,5.800000,0
2005-07-12,5.820000,5.820000,5.820000,5.820000,5.820000,0
2005-07-13,5.850000,5.850000,5.850000,5.850000,5.850000,0
2005-07-14,5.870000,5.870000,5.870000,5.870000,5.870000,0
2005-07-15,5.860000,5.860000,5.860000,5.860000,5.860000,0
2005-07-18,5.840000,5.840000,5.840000,5.840000,5.840000,0
2005-07-19,5.940000,5.940000,5.940000,5.940000,5.940000,0
2005-07-20,5.930000,5.930000,5.930000,5.930000,5.930000,0
2005-07-21,5.890000,5.890000,5.890000,5.890000,5.890000,0
2005-07-22,5.890000,5.890000,5.890000,5.890000,5.890000,0
2005-07-25,5.850000,5.850000,5.850000,5.850000,5.850000,0
2005-07-26,5.870000,5.870000,5.870000,5.870000,5.870000,0
2005-07-27,5.900000,5.900000,5.900000,5.900000,5.900000,0
2005-07-28,5.910000,5.910000,5.910000,5.910000,5.910000,0
2005-07-29,5.880000,5.880000,5.880000,5.880000,5.880000,0
2005-08-01,5.900000,5.900000,5.900000,5.900000,5.900000,0
2005-08-02,6.000000,6.000000,6.000000,6.000000,6.000000,0
2005-08-03,6.000000,6.000000,6.000000,6.000000,6.000000,0
2005-08-04,5.940000,5.940000,5.940000,5.940000,5.940000,0
2005-08-05,5.920000,5.920000,5.920000,5.920000,5.920000,0
2005-08-08,5.900000,5.900000,5.900000,5.900000,5.900000,0
2005-08-09,5.930000,5.930000,5.930000,5.930000,5.930000,0
2005-08-10,5.890000,5.890000,5.890000,5.890000,5.890000,0
2005-08-11,5.930000,5.930000,5.930000,5.930000,5.930000,0
2005-08-12,5.840000,5.840000,5.840000,5.840000,5.840000,0
2005-08-15,5.870000,5.870000,5.870000,5.870000,5.870000,0
2005-08-16,5.800000,5.800000,5.800000,5.800000,5.800000,0
2005-08-17,5.830000,5.830000,5.830000,5.830000,5.830000,0
2005-08-18,5.750000,5.750000,5.750000,5.750000,5.750000,0
2005-08-19,5.740000,5.740000,5.740000,5.740000,5.740000,0
2005-08-22,5.750000,5.750000,5.750000,5.750000,5.750000,0
2005-08-23,5.740000,5.740000,5.740000,5.740000,5.740000,0
2005-08-24,5.710000,5.710000,5.710000,5.710000,5.710000,0
2005-08-25,5.720000,5.720000,5.720000,5.720000,5.720000,0
2005-08-26,5.700000,5.700000,5.700000,5.700000,5.700000,0
2005-08-29,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-08-30,5.700000,5.700000,5.700000,5.700000,5.700000,0
2005-08-31,5.760000,5.760000,5.760000,5.760000,5.760000,0
2005-09-01,5.760000,5.760000,5.760000,5.760000,5.760000,0
2005-09-02,5.750000,5.750000,5.750000,5.750000,5.750000,0
2005-09-06,5.840000,5.840000,5.840000,5.840000,5.840000,0
2005-09-07,5.840000,5.840000,5.840000,5.840000,5.840000,0
2005-09-08,5.820000,5.820000,5.820000,5.820000,5.820000,0
2005-09-09,5.850000,5.850000,5.850000,5.850000,5.850000,0
2005-09-12,5.870000,5.870000,5.870000,5.870000,5.870000,0
2005-09-13,5.910000,5.910000,5.910000,5.910000,5.910000,0
2005-09-14,5.860000,5.860000,5.860000,5.860000,5.860000,0
2005-09-15,5.830000,5.830000,5.830000,5.830000,5.830000,0
2005-09-16,5.850000,5.850000,5.850000,5.850000,5.850000,0
2005-09-19,5.810000,5.810000,5.810000,5.810000,5.810000,0
2005-09-20,5.800000,5.800000,5.800000,5.800000,5.800000,0
2005-09-21,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-09-22,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-09-23,5.720000,5.720000,5.720000,5.720000,5.720000,0
2005-09-26,5.740000,5.740000,5.740000,5.740000,5.740000,0
2005-09-27,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-09-28,5.740000,5.740000,5.740000,5.740000,5.740000,0
2005-09-29,5.890000,5.890000,5.890000,5.890000,5.890000,0
2005-09-30,5.920000,5.920000,5.920000,5.920000,5.920000,0
2005-10-03,5.910000,5.910000,5.910000,5.910000,5.910000,0
2005-10-04,5.860000,5.860000,5.860000,5.860000,5.860000,0
2005-10-05,5.770000,5.770000,5.770000,5.770000,5.770000,0
2005-10-06,5.710000,5.710000,5.710000,5.710000,5.710000,0
2005-10-07,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-10-10,5.690000,5.690000,5.690000,5.690000,5.690000,0
2005-10-11,5.630000,5.630000,5.630000,5.630000,5.630000,0
2005-10-12,5.600000,5.600000,5.600000,5.600000,5.600000,0
2005-10-13,5.610000,5.610000,5.610000,5.610000,5.610000,0
2005-10-14,5.650000,5.650000,5.650000,5.650000,5.650000,0
2005-10-17,5.660000,5.660000,5.660000,5.660000,5.660000,0
2005-10-18,5.610000,5.610000,5.610000,5.610000,5.610000,0
2005-10-19,5.650000,5.650000,5.650000,5.650000,5.650000,0
2005-10-20,5.580000,5.580000,5.580000,5.580000,5.580000,0
2005-10-21,5.670000,5.670000,5.670000,5.670000,5.670000,0
2005-10-24,5.730000,5.730000,5.730000,5.730000,5.730000,0
2005-10-25,5.710000,5.710000,5.710000,5.710000,5.710000,0
2005-10-26,5.700000,5.700000,5.700000,5.700000,5.700000,0
2005-10-27,5.630000,5.630000,5.630000,5.630000,5.630000,0
2005-10-28,5.660000,5.660000,5.660000,5.660000,5.660000,0
2005-10-31,5.750000,5.750000,5.750000,5.750000,5.750000,0
2005-11-01,5.720000,5.720000,5.720000,5.720000,5.720000,0
2005-11-02,5.770000,5.770000,5.770000,5.770000,5.770000,0
2005-11-03,5.830000,5.830000,5.830000,5.830000,5.830000,0
2005-11-04,5.870000,5.870000,5.870000,5.870000,5.870000,0
2005-11-07,5.890000,5.890000,5.890000,5.890000,5.890000,0
2005-11-08,5.860000,5.860000,5.860000,5.860000,5.860000,0
2005-11-09,5.860000,5.860000,5.860000,5.860000,5.860000,0
2005-11-10,5.900000,5.900000,5.900000,5.900000,5.900000,0
2005-11-11,5.920000,5.920000,5.920000,5.920000,5.920000,0
2005-11-14,5.950000,5.950000,5.950000,5.950000,5.950000,0
2005-11-15,5.910000,5.910000,5.910000,5.910000,5.910000,0
2005-11-16,5.920000,5.920000,5.920000,5.920000,5.920000,0
2005-11-17,5.990000,5.990000,5.990000,5.990000,5.990000,0
2005-11-18,6.010000,6.010000,6.010000,6.010000,6.010000,0
2005-11-21,6.040000,6.040000,6.040000,6.040000,6.040000,0
2005-11-22,6.030000,6.030000,6.030000,6.030000,6.030000,0
2005-11-23,6.060000,6.060000,6.060000,6.060000,6.060000,0
2005-11-25,6.060000,6.060000,6.060000,6.060000,6.060000,0
2005-11-28,6.020000,6.020000,6.020000,6.020000,6.020000,0
2005-11-29,5.990000,5.990000,5.990000,5.990000,5.990000,0
2005-11-30,6.000000,6.000000,6.000000,6.000000,6.000000,0
2005-12-01,6.110000,6.110000,6.110000,6.110000,6.110000,0
2005-12-02,6.150000,6.150000,6.150000,6.150000,6.150000,0
2005-12-05,6.130000,6.130000,6.130000,6.130000,6.130000,0
2005-12-06,6.160000,6.160000,6.160000,6.160000,6.160000,0
2005-12-07,6.160000,6.160000,6.160000,6.160000,6.160000,0
2005-12-08,6.130000,6.130000,6.130000,6.130000,6.130000,0
2005-12-09,6.160000,6.160000,6.160000,6.160000,6.160000,0
2005-12-12,6.190000,6.190000,6.190000,6.190000,6.190000,0
2005-12-13,6.210000,6.210000,6.210000,6.210000,6.210000,0
2005-12-14,6.220000,6.220000,6.220000,6.220000,6.220000,0
2005-12-15,6.200000,6.200000,6.200000,6.200000,6.200000,0
2005-12-16,6.200000,6.200000,6.200000,6.200000,6.200000,0
2005-12-19,6.150000,6.150000,6.150000,6.150000,6.150000,0
2005-12-20,6.130000,6.130000,6.130000,6.130000,6.130000,0
2005-12-21,6.140000,6.140000,6.140000,6.140000,6.140000,0
2005-12-22,6.190000,6.190000,6.190000,6.190000,6.190000,0
2005-12-23,6.210000,6.210000,6.210000,6.210000,6.210000,0
2005-12-27,6.150000,6.150000,6.150000,6.150000,6.150000,0
2005-12-28,6.160000,6.160000,6.160000,6.160000,6.160000,0
2005-12-29,6.140000,6.140000,6.140000,6.140000,6.140000,0
2005-12-30,6.100000,6.100000,6.100000,6.100000,6.100000,0
2006-01-03,6.210000,6.210000,6.210000,6.210000,6.210000,0
2006-01-04,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-01-05,6.330000,6.330000,6.330000,6.330000,6.330000,0
2006-01-06,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-01-09,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-01-10,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-01-11,6.490000,6.490000,6.490000,6.490000,6.490000,0
2006-01-12,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-01-13,6.430000,6.430000,6.430000,6.430000,6.430000,0
2006-01-17,6.380000,6.380000,6.380000,6.380000,6.380000,0
2006-01-18,6.300000,6.300000,6.300000,6.300000,6.300000,0
2006-01-19,6.390000,6.390000,6.390000,6.390000,6.390000,0
2006-01-20,6.230000,6.230000,6.230000,6.230000,6.230000,0
2006-01-23,6.230000,6.230000,6.230000,6.230000,6.230000,0
2006-01-24,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-01-25,6.310000,6.310000,6.310000,6.310000,6.310000,0
2006-01-26,6.340000,6.340000,6.340000,6.340000,6.340000,0
2006-01-27,6.400000,6.400000,6.400000,6.400000,6.400000,0
2006-01-30,6.410000,6.410000,6.410000,6.410000,6.410000,0
2006-01-31,6.390000,6.390000,6.390000,6.390000,6.390000,0
2006-02-01,6.400000,6.400000,6.400000,6.400000,6.400000,0
2006-02-02,6.300000,6.300000,6.300000,6.300000,6.300000,0
2006-02-03,6.250000,6.250000,6.250000,6.250000,6.250000,0
2006-02-06,6.260000,6.260000,6.260000,6.260000,6.260000,0
2006-02-07,6.220000,6.220000,6.220000,6.220000,6.220000,0
2006-02-08,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-02-09,6.240000,6.240000,6.240000,6.240000,6.240000,0
2006-02-10,6.250000,6.250000,6.250000,6.250000,6.250000,0
2006-02-13,6.170000,6.170000,6.170000,6.170000,6.170000,0
2006-02-14,6.230000,6.230000,6.230000,6.230000,6.230000,0
2006-02-15,6.190000,6.190000,6.190000,6.190000,6.190000,0
2006-02-16,6.260000,6.260000,6.260000,6.260000,6.260000,0
2006-02-17,6.220000,6.220000,6.220000,6.220000,6.220000,0
2006-02-21,6.160000,6.160000,6.160000,6.160000,6.160000,0
2006-02-22,6.210000,6.210000,6.210000,6.210000,6.210000,0
2006-02-23,6.220000,6.220000,6.220000,6.220000,6.220000,0
2006-02-24,6.220000,6.220000,6.220000,6.220000,6.220000,0
2006-02-27,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-02-28,6.200000,6.200000,6.200000,6.200000,6.200000,0
2006-03-01,6.320000,6.320000,6.320000,6.320000,6.320000,0
2006-03-02,6.320000,6.320000,6.320000,6.320000,6.320000,0
2006-03-03,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-03-06,6.230000,6.230000,6.230000,6.230000,6.230000,0
2006-03-07,6.170000,6.170000,6.170000,6.170000,6.170000,0
2006-03-08,6.140000,6.140000,6.140000,6.140000,6.140000,0
2006-03-09,6.120000,6.120000,6.120000,6.120000,6.120000,0
2006-03-10,6.140000,6.140000,6.140000,6.140000,6.140000,0
2006-03-13,6.150000,6.150000,6.150000,6.150000,6.150000,0
2006-03-14,6.250000,6.250000,6.250000,6.250000,6.250000,0
2006-03-15,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-03-16,6.240000,6.240000,6.240000,6.240000,6.240000,0
2006-03-17,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-03-20,6.330000,6.330000,6.330000,6.330000,6.330000,0
2006-03-21,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-03-22,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-03-23,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-03-24,6.320000,6.320000,6.320000,6.320000,6.320000,0
2006-03-27,6.330000,6.330000,6.330000,6.330000,6.330000,0
2006-03-28,6.270000,6.270000,6.270000,6.270000,6.270000,0
2006-03-29,6.380000,6.380000,6.380000,6.380000,6.380000,0
2006-03-30,6.410000,6.410000,6.410000,6.410000,6.410000,0
2006-03-31,6.410000,6.410000,6.410000,6.410000,6.410000,0
2006-04-03,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-04-04,6.510000,6.510000,6.510000,6.510000,6.510000,0
2006-04-05,6.540000,6.540000,6.540000,6.540000,6.540000,0
2006-04-06,6.560000,6.560000,6.560000,6.560000,6.560000,0
2006-04-07,6.500000,6.500000,6.500000,6.500000,6.500000,0
2006-04-10,6.500000,6.500000,6.500000,6.500000,6.500000,0
2006-04-11,6.440000,6.440000,6.440000,6.440000,6.440000,0
2006-04-12,6.440000,6.440000,6.440000,6.440000,6.440000,0
2006-04-13,6.460000,6.460000,6.460000,6.460000,6.460000,0
2006-04-17,6.450000,6.450000,6.450000,6.450000,6.450000,0
2006-04-18,6.570000,6.570000,6.570000,6.570000,6.570000,0
2006-04-19,6.630000,6.630000,6.630000,6.630000,6.630000,0
2006-04-20,6.630000,6.630000,6.630000,6.630000,6.630000,0
2006-04-21,6.600000,6.600000,6.600000,6.600000,6.600000,0
2006-04-24,6.560000,6.560000,6.560000,6.560000,6.560000,0
2006-04-25,6.560000,6.560000,6.560000,6.560000,6.560000,0
2006-04-26,6.600000,6.600000,6.600000,6.600000,6.600000,0
2006-04-27,6.610000,6.610000,6.610000,6.610000,6.610000,0
2006-04-28,6.520000,6.520000,6.520000,6.520000,6.520000,0
2006-05-01,6.490000,6.490000,6.490000,6.490000,6.490000,0
2006-05-02,6.520000,6.520000,6.520000,6.520000,6.520000,0
2006-05-03,6.540000,6.540000,6.540000,6.540000,6.540000,0
2006-05-04,6.580000,6.580000,6.580000,6.580000,6.580000,0
2006-05-05,6.630000,6.630000,6.630000,6.630000,6.630000,0
2006-05-08,6.630000,6.630000,6.630000,6.630000,6.630000,0
2006-05-09,6.620000,6.620000,6.620000,6.620000,6.620000,0
2006-05-10,6.550000,6.550000,6.550000,6.550000,6.550000,0
2006-05-11,6.420000,6.420000,6.420000,6.420000,6.420000,0
2006-05-12,6.350000,6.350000,6.350000,6.350000,6.350000,0
2006-05-15,6.320000,6.320000,6.320000,6.320000,6.320000,0
2006-05-16,6.280000,6.280000,6.280000,6.280000,6.280000,0
2006-05-17,6.200000,6.200000,6.200000,6.200000,6.200000,0
2006-05-18,6.110000,6.110000,6.110000,6.110000,6.110000,0
2006-05-19,6.150000,6.150000,6.150000,6.150000,6.150000,0
2006-05-22,6.040000,6.040000,6.040000,6.040000,6.040000,0
2006-05-23,6.020000,6.020000,6.020000,6.020000,6.020000,0
2006-05-24,6.030000,6.030000,6.030000,6.030000,6.030000,0
2006-05-25,6.100000,6.100000,6.100000,6.100000,6.100000,0
2006-05-26,6.130000,6.130000,6.130000,6.130000,6.130000,0
2006-05-30,6.010000,6.010000,6.010000,6.010000,6.010000,0
2006-05-31,6.060000,6.060000,6.060000,6.060000,6.060000,0
2006-06-01,6.150000,6.150000,6.150000,6.150000,6.150000,0
2006-06-02,6.120000,6.120000,6.120000,6.120000,6.120000,0
2006-06-05,5.980000,5.980000,5.980000,5.980000,5.980000,0
2006-06-06,5.920000,5.920000,5.920000,5.920000,5.920000,0
2006-06-07,5.820000,5.820000,5.820000,5.820000,5.820000,0
2006-06-08,5.740000,5.740000,5.740000,5.740000,5.740000,0
2006-06-09,5.780000,5.780000,5.780000,5.780000,5.780000,0
2006-06-12,5.670000,5.670000,5.670000,5.670000,5.670000,0
2006-06-13,5.570000,5.570000,5.570000,5.570000,5.570000,0
2006-06-14,5.610000,5.610000,5.610000,5.610000,5.610000,0
2006-06-15,5.800000,5.800000,5.800000,5.800000,5.800000,0
2006-06-16,5.790000,5.790000,5.790000,5.790000,5.790000,0
2006-06-19,5.760000,5.760000,5.760000,5.760000,5.760000,0
2006-06-20,5.710000,5.710000,5.710000,5.710000,5.710000,0
2006-06-21,5.830000,5.830000,5.830000,5.830000,5.830000,0
2006-06-22,5.800000,5.800000,5.800000,5.800000,5.800000,0
2006-06-23,5.800000,5.800000,5.800000,5.800000,5.800000,0
2006-06-26,5.810000,5.810000,5.810000,5.810000,5.810000,0
2006-06-27,5.730000,5.730000,5.730000,5.730000,5.730000,0
2006-06-28,5.740000,5.740000,5.740000,5.740000,5.740000,0
2006-06-29,5.890000,5.890000,5.890000,5.890000,5.890000,0
2006-06-30,5.930000,5.930000,5.930000,5.930000,5.930000,0
2006-07-03,5.990000,5.990000,5.990000,5.990000,5.990000,0
2006-07-05,5.870000,5.870000,5.870000,5.870000,5.870000,0
2006-07-06,5.850000,5.850000,5.850000,5.850000,5.850000,0
2006-07-07,5.760000,5.760000,5.760000,5.760000,5.760000,0
2006-07-10,5.730000,5.730000,5.730000,5.730000,5.730000,0
2006-07-11,5.750000,5.750000,5.750000,5.750000,5.750000,0
2006-07-12,5.660000,5.660000,5.660000,5.660000,5.660000,0
2006-07-13,5.560000,5.560000,5.560000,5.560000,5.560000,0
2006-07-14,5.510000,5.510000,5.510000,5.510000,5.510000,0
2006-07-17,5.480000,5.480000,5.480000,5.480000,5.480000,0
2006-07-18,5.490000,5.490000,5.490000,5.490000,5.490000,0
2006-07-19,5.570000,5.570000,5.570000,5.570000,5.570000,0
2006-07-20,5.530000,5.530000,5.530000,5.530000,5.530000,0
2006-07-21,5.450000,5.450000,5.450000,5.450000,5.450000,0
2006-07-24,5.570000,5.570000,5.570000,5.570000,5.570000,0
2006-07-25,5.620000,5.620000,5.620000,5.620000,5.620000,0
2006-07-26,5.560000,5.560000,5.560000,5.560000,5.560000,0
2006-07-27,5.520000,5.520000,5.520000,5.520000,5.520000,0
2006-07-28,5.630000,5.630000,5.630000,5.630000,5.630000,0
2006-07-31,5.630000,5.630000,5.630000,5.630000,5.630000,0
2006-08-01,5.550000,5.550000,5.550000,5.550000,5.550000,0
2006-08-02,5.630000,5.630000,5.630000,5.630000,5.630000,0
2006-08-03,5.640000,5.640000,5.640000,5.640000,5.640000,0
2006-08-04,5.610000,5.610000,5.610000,5.610000,5.610000,0
2006-08-07,5.580000,5.580000,5.580000,5.580000,5.580000,0
2006-08-08,5.560000,5.560000,5.560000,5.560000,5.560000,0
2006-08-09,5.590000,5.590000,5.590000,5.590000,5.590000,0
2006-08-10,5.640000,5.640000,5.640000,5.640000,5.640000,0
2006-08-11,5.590000,5.590000,5.590000,5.590000,5.590000,0
2006-08-14,5.640000,5.640000,5.640000,5.640000,5.640000,0
2006-08-15,5.810000,5.810000,5.810000,5.810000,5.810000,0
2006-08-16,5.930000,5.930000,5.930000,5.930000,5.930000,0
2006-08-17,6.010000,6.010000,6.010000,6.010000,6.010000,0
